species_lims_code,lims_code,description
WEASEL,WEASEL,Weasel
WHALE,BLUE_WHALE,Blue Whale
WHALE,BOTTLE_NOSED_WHALE,Bottle-Nosed Whale
WHALE,COMMON_RORQUAL_WHALE,Common Roqual or Fin Whale
WHALE,CUVIERS_BEAKED_WHALE,Cuvier's Beaked Whale
WHALE,FALSE_KILLER_WHALE,False Killer Whale
WHALE,HUMPBACK_WHALE,Humpback Whale
WHALE,KILLER_WHALE,Killer Whale or Grampus
WHALE,LESSER_RORQUAL_WHALE,Lesser Rorqual or Pike Whale
WHALE,NARWHAL,Narwhal
WHALE,PILOT_WHALE,Pilot Whale
WHALE,RIGHT_WHALE,Right_Whale
WHALE,SEI_WHALE,Sei Whale
WHALE,SOWERBYS_WHALE,Sowerby's Whale
WHALE,SPERM_WHALE,Sperm Whale
WHALE,TRUES_BEAKED_WHALE,True's Beaked Whale
WHALE,WHITE_WHALE,White Whale or Beluga
WHEATEAR,WHEATEAR,Wheatear
WILD_BOAR,WILD_BOAR,Wild Boar
WILDCAT,WILDCAT,Wildcat
WOLF,WOLF,Wolf
WOODCOCK,WOODCOCK,Woodcock
WOODPECKER,GREAT_SPOTTED_WOODPECKER,Great Spotted Woodpecker
WOODPECKER,GREEN_WOODPECKER,Green Woodpecker
WOODPECKER,LESSER_SPOTTED_WOODPECKER,Lesser Spotted Woodpecker
WOODPECKER,ZZA_WOODPECKER_MIXED,Mixed Woodpecker
WOODPECKER,ZZB_WOODPECKER_UNLIST,Unlisted Woodpecker
WOODPECKER,ZZC_WOODPECKER_UNSPECIFIED,Unspec.Woodpecker
WOODPECKER,WRYNECK,Wryneck
WREN,WREN,Wren
